Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2019,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,3,5,429,"1,584","1,631","1,460","1,401",429,78,23,0,"7,044"
2019,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,9,1,4,596,"2,516","3,085","2,603","2,140",454,25,1,0,"11,434"
2019,Male,Preventable/accidental,Preventable/accidental,All drugs,6,10,8,"2,993","10,798","10,916","9,010","7,550","1,959",208,43,4,"43,505"
2019,Male,Preventable/accidental,Preventable/accidental,Any Opioid,1,9,6,"2,516","9,031","8,374","6,286","4,711","1,123",68,5,1,"32,131"
2019,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,490,"1,461","1,319",955,771,165,14,1,1,"5,177"
2019,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,75,176,126,100,57,13,0,0,0,547
2019,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,1,0,584,"2,456","2,652","2,524","2,187",535,32,0,2,"10,973"
2019,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,0,573,"2,856","2,700","2,044","1,603",416,20,0,0,"10,213"
2019,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,0,50,284,342,310,349,108,7,0,0,"1,452"
2019,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,6,6,"2,069","7,195","6,568","4,726","3,271",698,29,0,1,"24,570"
2019,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,2,2,384,"1,474","1,481","1,275","1,162",325,28,4,0,"6,137"
2019,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,1,565,"2,408","2,978","2,535","2,085",445,23,1,0,"11,044"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,32,35,53,"4,633","16,200","15,794","14,688","11,946","3,122",603,247,14,"67,367"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,15,27,23,"3,618","12,839","11,414","9,565","7,278","1,730",222,60,11,"46,802"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,4,899,"2,492","2,492","2,282","1,964",481,81,28,0,"10,724"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,82,233,187,143,100,13,0,0,0,758
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,3,5,0,859,"3,571","3,561","3,431","2,676",524,27,2,7,"14,666"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,4,2,0,"1,160","4,642","3,740","2,922","2,077",431,13,1,4,"14,996"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,8,4,124,572,723,726,677,177,9,0,0,"3,023"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,6,13,10,"2,640","9,568","8,070","6,132","4,018",791,62,18,7,"31,335"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,7,10,686,"2,388","2,767","2,908","2,764",800,166,47,4,"12,552"
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,10,0,7,749,"3,102","3,279","2,926","2,174",402,24,0,3,"12,676"
2018,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,7,10,23,"4,082","14,838","14,251","12,742","10,103","2,325",370,143,14,"58,908"
2018,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,5,14,"3,367","12,063","10,616","8,600","6,366","1,343",113,16,11,"42,518"
2018,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,0,3,834,"2,315","2,240","1,944","1,571",287,19,4,0,"9,218"
2018,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,81,225,176,132,92,12,0,0,0,718
2018,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,813,"3,370","3,369","3,204","2,535",502,27,1,7,"13,830"
2018,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,"1,113","4,489","3,598","2,802","1,995",418,12,1,4,"14,432"
2018,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,1,3,112,525,659,651,614,147,7,0,0,"2,720"
2018,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,2,2,5,"2,465","8,978","7,558","5,594","3,583",674,44,6,7,"28,918"
2018,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,2,6,610,"2,200","2,464","2,475","2,273",522,72,10,4,"10,640"
2018,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,6,709,"2,952","3,149","2,801","2,113",392,20,0,3,"12,147"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,16,11,33,"1,481","4,687","5,015","5,222","4,353","1,146",303,155,4,"22,426"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,6,9,13,"1,091","3,604","3,409","3,248","2,609",587,108,37,3,"14,724"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,263,822,998,"1,072","1,000",256,47,22,0,"4,481"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,16,50,43,38,27,5,0,0,0,179
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,3,1,0,265,"1,063","1,076",998,737,78,5,1,1,"4,228"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,2,0,0,339,"1,162",915,717,504,65,0,0,1,"3,705"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,1,2,34,230,298,341,302,55,3,0,0,"1,266"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,5,5,6,799,"2,655","2,173","1,778","1,177",176,22,10,1,"8,807"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,3,6,213,758,"1,115","1,357","1,283",376,88,29,1,"5,229"
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,0,5,294,"1,002",996,857,528,82,6,0,1,"3,775"
2018,Female,Preventable/accidental,Preventable/accidental,All drugs,4,3,10,"1,221","4,165","4,315","4,244","3,391",716,172,85,4,"18,330"
2018,Female,Preventable/accidental,Preventable/accidental,Any Opioid,1,1,6,"1,000","3,345","3,092","2,826","2,181",391,44,10,3,"12,900"
2018,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,235,729,852,876,748,136,11,4,0,"3,591"
2018,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,16,47,40,34,23,4,0,0,0,164
2018,Female,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,245,998,"1,010",919,703,72,5,0,1,"3,955"
2018,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,321,"1,120",873,681,483,61,0,0,1,"3,540"
2018,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,1,32,206,271,305,273,47,1,0,0,"1,136"
2018,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,1,2,741,"2,480","2,013","1,593","1,025",135,11,3,1,"8,006"
2018,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,0,3,183,672,945,"1,124","1,000",216,32,6,1,"4,182"
2018,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,5,279,948,950,799,506,80,4,0,1,"3,573"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,16,24,20,"3,152","11,513","10,779","9,466","7,593","1,976",300,92,10,"44,941"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,18,10,"2,527","9,235","8,005","6,317","4,669","1,143",114,23,8,"32,078"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,3,636,"1,670","1,494","1,210",964,225,34,6,0,"6,243"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,66,183,144,105,73,8,0,0,0,579
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,4,0,594,"2,508","2,485","2,433","1,939",446,22,1,6,"10,438"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,2,2,0,821,"3,480","2,825","2,205","1,573",366,13,1,3,"11,291"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,7,2,90,342,425,385,375,122,6,0,0,"1,757"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,8,4,"1,841","6,913","5,897","4,354","2,841",615,40,8,6,"22,528"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,4,4,473,"1,630","1,652","1,551","1,481",424,78,18,3,"7,323"
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,6,0,2,455,"2,100","2,283","2,069","1,646",320,18,0,2,"8,901"
2018,Male,Preventable/accidental,Preventable/accidental,All drugs,3,7,13,"2,861","10,673","9,936","8,498","6,712","1,609",198,58,10,"40,578"
2018,Male,Preventable/accidental,Preventable/accidental,Any Opioid,3,4,8,"2,367","8,718","7,524","5,774","4,185",952,69,6,8,"29,618"
2018,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,0,3,599,"1,586","1,388","1,068",823,151,8,0,0,"5,627"
2018,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,65,178,136,98,69,8,0,0,0,554
2018,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,568,"2,372","2,359","2,285","1,832",430,22,1,6,"9,875"
2018,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,792,"3,369","2,725","2,121","1,512",357,12,1,3,"10,892"
2018,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,1,2,80,319,388,346,341,100,6,0,0,"1,584"
2018,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,1,3,"1,724","6,498","5,545","4,001","2,558",539,33,3,6,"20,912"
2018,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,2,3,427,"1,528","1,519","1,351","1,273",306,40,4,3,"6,458"
2018,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,1,430,"2,004","2,199","2,002","1,607",312,16,0,2,"8,574"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,36,38,73,"5,455","17,400","15,949","15,996","11,747","2,738",530,261,14,"70,237"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,19,26,34,"4,094","13,181","11,149","10,207","7,153","1,442",207,75,13,"47,600"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,3,6,"1,031","2,821","2,582","2,583","1,989",409,82,29,1,"11,537"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,99,183,130,126,85,14,2,2,0,642
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,0,0,924,"3,463","3,282","3,497","2,335",402,28,2,7,"13,942"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,2,"1,454","4,890","3,713","3,043","2,005",349,14,5,5,"15,482"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,5,5,6,165,665,743,746,710,140,8,1,0,"3,194"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,8,12,13,"2,655","8,825","7,084","5,762","3,481",563,45,12,6,"28,466"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,7,11,18,910,"2,854","3,129","3,659","2,965",731,148,58,5,"14,495"
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,5,1,1,780,"2,593","2,548","2,477","1,648",266,9,3,2,"10,333"
2017,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,8,14,28,"4,837","15,903","14,322","13,843","9,875","1,996",314,158,13,"61,311"
2017,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,7,17,"3,798","12,325","10,331","9,139","6,182","1,086",104,31,12,"43,036"
2017,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,4,958,"2,619","2,314","2,178","1,576",252,21,4,0,"9,927"
2017,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,93,171,124,121,78,12,2,1,0,603
2017,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,891,"3,307","3,122","3,297","2,221",381,26,1,7,"13,253"
2017,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,1,"1,386","4,686","3,544","2,885","1,905",332,13,4,5,"14,762"
2017,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,3,150,593,668,659,624,127,6,0,0,"2,831"
2017,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,3,5,9,"2,479","8,245","6,604","5,242","3,119",464,31,4,6,"26,211"
2017,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,7,808,"2,580","2,788","3,112","2,391",475,62,24,4,"12,255"
2017,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,0,723,"2,442","2,397","2,366","1,588",257,7,2,2,"9,786"
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,17,13,48,"1,663","4,918","5,152","5,907","4,408","1,103",294,159,3,"23,685"
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,10,9,19,"1,209","3,592","3,386","3,618","2,681",571,118,48,2,"15,263"
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,1,3,298,918,"1,024","1,242","1,000",209,54,21,1,"4,772"
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,16,48,34,35,30,1,1,0,0,166
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,0,291,"1,020",941,"1,010",593,57,7,0,1,"3,921"
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,423,"1,218",957,760,458,63,1,3,1,"3,886"
