Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,4,899,2492,2492,"2,282",1964,481,81,28,0,10724
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,82,233,187,143,100,13,0,0,0,758
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,3,5,0,859,3571,3561,"3,431",2676,524,27,2,7,14666
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,4,2,0,1160,4642,3740,"2,922",2077,431,13,1,4,14996
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,8,4,124,572,723,726,677,177,9,0,0,3023
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,6,13,10,2640,9568,8070,"6,132",4018,791,62,18,7,31335
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,7,10,686,2388,2767,"2,908",2764,800,166,47,4,12552
2018,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,10,0,7,749,3102,3279,"2,926",2174,402,24,0,3,12676
2018,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,7,10,23,4082,14838,14251,"12,742",10103,2325,370,143,14,58908
2018,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,5,14,3367,12063,10616,"8,600",6366,1343,113,16,11,42518
2018,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,0,3,834,2315,2240,"1,944",1571,287,19,4,0,9218
2018,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,81,225,176,132,92,12,0,0,0,718
2018,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,813,3370,3369,"3,204",2535,502,27,1,7,13830
2018,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,1113,4489,3598,"2,802",1995,418,12,1,4,14432
2018,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,1,3,112,525,659,651,614,147,7,0,0,2720
2018,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,2,2,5,2465,8978,7558,"5,594",3583,674,44,6,7,28918
2018,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,2,6,610,2200,2464,"2,475",2273,522,72,10,4,10640
2018,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,6,709,2952,3149,"2,801",2113,392,20,0,3,12147
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,16,11,33,1481,4687,5015,"5,222",4353,1146,303,155,4,22426
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,6,9,13,1091,3604,3409,"3,248",2609,587,108,37,3,14724
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,263,822,998,"1,072",1000,256,47,22,0,4481
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,16,50,43,38,27,5,0,0,0,179
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,3,1,0,265,1063,1076,998,737,78,5,1,1,4228
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,2,0,0,339,1162,915,717,504,65,0,0,1,3705
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,1,2,34,230,298,341,302,55,3,0,0,1266
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,5,5,6,799,2655,2173,"1,778",1177,176,22,10,1,8807
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,3,6,213,758,1115,"1,357",1283,376,88,29,1,5229
2018,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,0,5,294,1002,996,857,528,82,6,0,1,3775
2018,Female,Preventable/accidental,Preventable/accidental,All drugs,4,3,10,1221,4165,4315,"4,244",3391,716,172,85,4,18330
2018,Female,Preventable/accidental,Preventable/accidental,Any Opioid,1,1,6,1000,3345,3092,"2,826",2181,391,44,10,3,12900
2018,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,235,729,852,876,748,136,11,4,0,3591
2018,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,16,47,40,34,23,4,0,0,0,164
2018,Female,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,245,998,1010,919,703,72,5,0,1,3955
2018,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,321,1120,873,681,483,61,0,0,1,3540
2018,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,1,32,206,271,305,273,47,1,0,0,1136
2018,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,1,2,741,2480,2013,"1,593",1025,135,11,3,1,8006
2018,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,0,3,183,672,945,"1,124",1000,216,32,6,1,4182
2018,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,5,279,948,950,799,506,80,4,0,1,3573
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,16,24,20,3152,11513,10779,"9,466",7593,1976,300,92,10,44941
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,18,10,2527,9235,8005,"6,317",4669,1143,114,23,8,32078
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,3,636,1670,1494,"1,210",964,225,34,6,0,6243
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,66,183,144,105,73,8,0,0,0,579
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,4,0,594,2508,2485,"2,433",1939,446,22,1,6,10438
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,2,2,0,821,3480,2825,"2,205",1573,366,13,1,3,11291
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,7,2,90,342,425,385,375,122,6,0,0,1757
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,8,4,1841,6913,5897,"4,354",2841,615,40,8,6,22528
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,4,4,473,1630,1652,"1,551",1481,424,78,18,3,7323
2018,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,6,0,2,455,2100,2283,"2,069",1646,320,18,0,2,8901
2018,Male,Preventable/accidental,Preventable/accidental,All drugs,3,7,13,2861,10673,9936,"8,498",6712,1609,198,58,10,40578
2018,Male,Preventable/accidental,Preventable/accidental,Any Opioid,3,4,8,2367,8718,7524,"5,774",4185,952,69,6,8,29618
2018,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,0,3,599,1586,1388,"1,068",823,151,8,0,0,5627
2018,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,65,178,136,98,69,8,0,0,0,554
2018,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,568,2372,2359,"2,285",1832,430,22,1,6,9875
2018,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,792,3369,2725,"2,121",1512,357,12,1,3,10892
2018,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,1,2,80,319,388,346,341,100,6,0,0,1584
2018,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,1,3,1724,6498,5545,"4,001",2558,539,33,3,6,20912
2018,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,2,3,427,1528,1519,"1,351",1273,306,40,4,3,6458
2018,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,1,430,2004,2199,"2,002",1607,312,16,0,2,8574
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,36,38,73,5455,17400,15949,"15,996",11747,2738,530,261,14,70237
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,19,26,34,4094,13181,11149,"10,207",7153,1442,207,75,13,47600
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,3,6,1031,2821,2582,"2,583",1989,409,82,29,1,11537
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,99,183,130,126,85,14,2,2,0,642
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,0,0,924,3463,3282,"3,497",2335,402,28,2,7,13942
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,2,1454,4890,3713,"3,043",2005,349,14,5,5,15482
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,5,5,6,165,665,743,746,710,140,8,1,0,3194
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,8,12,13,2655,8825,7084,"5,762",3481,563,45,12,6,28466
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,7,11,18,910,2854,3129,"3,659",2965,731,148,58,5,14495
2017,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,5,1,1,780,2593,2548,"2,477",1648,266,9,3,2,10333
2017,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,8,14,28,4837,15903,14322,"13,843",9875,1996,314,158,13,61311
2017,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,7,17,3798,12325,10331,"9,139",6182,1086,104,31,12,43036
2017,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,4,958,2619,2314,"2,178",1576,252,21,4,0,9927
2017,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,93,171,124,121,78,12,2,1,0,603
2017,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,891,3307,3122,"3,297",2221,381,26,1,7,13253
2017,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,1,1386,4686,3544,"2,885",1905,332,13,4,5,14762
2017,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,3,150,593,668,659,624,127,6,0,0,2831
2017,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,3,5,9,2479,8245,6604,"5,242",3119,464,31,4,6,26211
2017,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,7,808,2580,2788,"3,112",2391,475,62,24,4,12255
2017,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,0,723,2442,2397,"2,366",1588,257,7,2,2,9786
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,17,13,48,1663,4918,5152,"5,907",4408,1103,294,159,3,23685
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,10,9,19,1209,3592,3386,"3,618",2681,571,118,48,2,15263
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,1,3,298,918,1024,"1,242",1000,209,54,21,1,4772
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,16,48,34,35,30,1,1,0,0,166
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,0,291,1020,941,"1,010",593,57,7,0,1,3921
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,423,1218,957,760,458,63,1,3,1,3886
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,0,6,50,244,326,328,314,51,5,1,0,1327
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,4,5,4,778,2308,1908,"1,680",1039,185,21,10,0,7942
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,5,10,285,951,1186,"1,717",1440,366,94,37,1,6097
2017,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,1,1,281,813,777,750,420,46,1,0,1,3093
2017,Female,Preventable/accidental,Preventable/accidental,All drugs,3,6,12,1386,4367,4425,"4,785",3416,661,170,98,2,19331
2017,Female,Preventable/accidental,Preventable/accidental,Any Opioid,1,4,6,1100,3310,3085,"3,113",2194,367,60,23,1,13264
2017,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,267,827,887,996,747,120,16,4,0,3865
2017,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,15,46,32,32,24,0,1,0,0,151
2017,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,277,974,883,941,552,52,7,0,1,3687
2017,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,397,1171,922,704,426,59,1,3,1,3684
2017,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,3,46,212,286,290,263,45,3,0,0,1148
2017,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,4,2,729,2136,1758,"1,489",895,135,13,4,0,7166
2017,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,1,2,235,836,1041,"1,420",1122,208,45,18,0,4928
2017,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,1,0,254,761,707,697,392,40,0,0,1,2853
2017,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,19,25,25,3792,12482,10797,"10,089",7339,1635,236,102,11,46552
2017,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,17,15,2885,9589,7763,"6,589",4472,871,89,27,11,32337
2017,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,2,3,733,1903,1558,"1,341",989,200,28,8,0,6765
2017,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,83,135,96,91,55,13,1,2,0,476
2017,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,0,633,2443,2341,"2,487",1742,345,21,2,6,10021
2017,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,1,1031,3672,2756,"2,283",1547,286,13,2,4,11596
